#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-09-25T16:21:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5baa5fdab92b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:I/324&cat:I/337&cat:I/345&tab:{I/345/gaia2}&tab:{I/345/rvstdcat}&tab:{I/345/rvstdmes}&tab:{I/345/allwise}&tab:{I/345/iers}&tab:{I/345/cepheid}&tab:{I/345/rrlyrae}&tab:{I/345/lpv}&tab:{I/345/varres}&tab:{I/345/shortts}&tab:{I/345/tsstat}&tab:{I/345/numtrans}&tab:{I/345/transits}&tab:{I/345/rm}&tab:{I/345/rmseg}&tab:{I/345/rmout}&tab:{I/345/ssoobj}&tab:{I/345/ssoorb}&tab:{I/345/ssores}&tab:{I/345/ssoobs}&cat:I/347&cat:VI/137&cat:VI/145&cat:J/A+A/523/A48&cat:V/149&key:source=gaia+dr2&HTTPPRM:&&-ref=VIZ5baa5fdab92b&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c=cg 30
#-c.eq=J2000
#-c.r=  2
#-c.u=deg
#-c.geom=r
#-source=I/345/gaia2,I/345/rvstdcat,I/345/rvstdmes,I/345/allwise,I/345/iers,I/345/cepheid,I/345/rrlyrae,I/345/lpv,I/345/varres,I/345/shortts,I/345/tsstat,I/345/numtrans,I/345/transits,I/345/rm,I/345/rmseg,I/345/rmout,I/345/ssoobj,I/345/ssoorb,I/345/ssores,I/345/ssoobs
#-out.orig=standard
#-order=I
#-sort=RA_ICRS
#-out=Plx
#Plx=>2.10 and < 4.04
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Gmag
#-out=e_Gmag
#-out=BPmag
#-out=e_BPmag
#-out=RPmag
#-out=e_RPmag
#-out=RV
#-out=e_RV
#VC=VC
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#Simbad=Simbad
#LC=LC
#astorb=astorb
#
#INFO	CatalogsExamined=20	
#  20 catalogues with potential matches were examined.
#
#INFO	-c=122.386750-36.083450,rd=2.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_r	(F8.6)	Distance from center (122.38675000000-36.08345000000)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
_r	_RAJ2000	_DEJ2000	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	e_Gmag	BPmag	e_BPmag	RPmag	e_RPmag	RV	e_RV
1.282353	123.6411829077337	-35.3046174622093	    2.3178	 0.1939	  -10.130	 0.315	   11.632	 0.408	18.5128	0.0022	19.8653	0.0640	17.2721	0.0099	       	
1.897970	123.6411893319997	-37.6946354997988	    2.2023	 1.2223	   -3.567	 1.894	    0.982	 2.253	20.8562	0.0127	21.1207	0.2136	19.5266	0.1037	       	
1.316593	123.6412957481564	-36.9300378509668	    2.4510	 1.3151	   -1.960	 1.832	    8.128	 2.809	20.8289	0.0148	21.1687	0.3270	19.5675	0.0842	       	
1.269341	123.6416513298520	-36.8533819495137	    2.5575	 1.0792	    1.248	 1.232	   -7.233	 2.062	20.6339	0.0095	20.7998	0.1706	19.2712	0.0761	       	
1.563805	123.6418254835236	-34.8995881522033	    2.1192	 0.1224	  -11.229	 0.211	   -8.273	 0.214	17.8435	0.0012	18.9430	0.0242	16.7491	0.0047	       	
1.546577	123.6419609157726	-37.2575321651460	    3.2512	 1.3564	   -4.712	 2.438	    3.239	 2.593	20.9586	0.0148	20.7423	0.1467	19.7991	0.1649	       	
1.184003	123.6419463150559	-35.4794227272179	    2.4608	 0.5542	   15.952	 0.867	    2.763	 1.131	17.9394	0.0086	18.6753	0.0176	16.6814	0.0046	       	
1.541479	123.6420745198157	-34.9293672220324	    2.2015	 0.4859	   -2.317	 0.713	    9.881	 1.023	18.1758	0.0037	18.2755	0.0308	17.1683	0.0132	       	
1.259754	123.6422663969987	-36.8367461870496	    3.4435	 1.2592	   -4.480	 1.699	    4.392	 2.368	20.6805	0.0134	       	      	       	      	       	
1.639148	123.6423531471932	-37.3773792990041	    2.5436	 0.0237	    1.900	 0.043	    0.219	 0.039	12.7323	0.0002	13.0896	0.0010	12.2246	0.0007	  62.24	 1.08
1.874824	123.6425719033262	-37.6665157782935	    3.6452	 1.6367	   -7.950	 2.531	    5.780	 2.620	20.9831	0.0149	21.2510	0.1646	19.5320	0.0823	       	
1.087086	123.6426370106048	-35.7004925130900	    3.2069	 1.3227	   -4.819	 2.025	    4.482	 2.634	20.8765	0.0138	21.2045	0.1920	19.3789	0.0636	       	
1.059883	123.6431672185886	-35.7858940770785	    2.1644	 0.0637	   -4.007	 0.103	  -15.684	 0.107	16.9379	0.0007	18.0489	0.0112	15.8589	0.0026	       	
1.021653	123.6432460884503	-36.2029936083156	    2.2958	 0.0247	   -7.247	 0.039	    7.236	 0.041	12.0937	0.0003	12.3700	0.0027	11.6757	0.0015	  25.86	 3.80
1.305027	123.6432604746777	-35.2702650407788	    3.6436	 2.0891	   -0.911	 3.387	   12.501	 3.088	20.9875	0.0164	22.1118	0.1829	19.5522	0.0563	       	
1.040351	123.6433064527704	-36.3163737674767	    2.1972	 0.2938	   -9.061	 0.519	    3.572	 0.491	19.3933	0.0041	20.7074	0.1195	18.0355	0.0193	       	
1.326127	123.6433014064188	-36.9429707906950	    2.7063	 0.6301	   -2.951	 1.023	    0.249	 1.178	20.2919	0.0076	20.5127	0.2747	19.0253	0.1469	       	
1.016002	123.6434065860645	-36.1209414032103	    3.4673	 0.9431	   -4.387	 1.416	   10.141	 1.914	20.6571	0.0107	21.2593	0.1368	19.3501	0.0840	       	
1.029924	123.6434994188439	-36.2612256946648	    3.5519	 0.0241	   -9.226	 0.041	  -10.636	 0.042	11.6233	0.0009	       	      	       	      	  21.74	 0.61
1.046130	123.6434663270334	-35.8390939162135	    2.3478	 0.7615	   -2.355	 1.208	    5.640	 1.216	20.5488	0.0078	21.0086	0.1956	19.1994	0.0494	       	
1.732544	123.6437165824782	-37.4935617933065	    2.5003	 0.8416	   -9.999	 3.548	  -16.517	 0.972	20.3503	0.0096	       	      	       	      	       	
1.544564	123.6438673153282	-34.9265139972148	    2.3685	 0.1046	  -15.411	 0.153	   12.007	 0.232	12.2835	0.0002	12.6035	0.0008	11.8054	0.0006	       	
1.356068	123.6442813534505	-35.1921139123374	    3.9929	 0.6898	   -6.277	 1.126	    5.696	 1.393	19.9934	0.0075	20.5853	0.1250	18.6365	0.0306	       	
1.022996	123.6444366755939	-35.9738785291303	    2.3568	 0.1905	   -3.351	 0.303	   26.831	 0.320	18.7530	0.0023	19.9365	0.0759	17.5059	0.0139	       	
1.957982	123.6444595103475	-37.7636413863209	    2.1310	 1.2612	   -5.573	 2.770	    2.869	 2.872	20.9735	0.0139	21.0412	0.2167	19.8445	0.1473	       	
1.045507	123.6448235211958	-36.3339373824904	    2.3043	 0.1583	   -6.741	 0.262	    7.315	 0.262	18.6281	0.0027	20.2553	0.0870	17.2712	0.0114	       	
1.222347	123.6450519491702	-36.7684619211435	    3.3726	 0.1165	  -22.195	 0.195	   -9.236	 0.224	17.9785	0.0014	19.5103	0.0424	16.7205	0.0072	       	
1.027124	123.6450790295488	-35.9452755608706	    2.3783	 0.0351	   -4.741	 0.055	  -13.386	 0.070	15.8355	0.0005	16.7324	0.0045	14.8938	0.0016	       	
1.262511	123.6451716488659	-35.3418512042123	    3.1660	 0.0980	    0.473	 0.152	   -3.729	 0.207	17.5863	0.0011	18.7855	0.0177	16.4752	0.0048	       	
1.075120	123.6455066156201	-36.4380719888581	    3.9878	 1.8036	   -2.351	 1.723	    3.556	 4.273	20.8821	0.0177	21.2275	0.2628	19.6000	0.1334	       	
1.038613	123.6454737837781	-36.2988976260703	    2.4498	 0.0185	   31.658	 0.031	  -44.062	 0.031	14.2052	0.0002	14.6750	0.0012	13.5825	0.0010	       	
1.963712	123.6456731715777	-34.4103272028519	    2.4097	 0.5971	   -2.357	 0.854	    0.085	 1.099	20.2214	0.0070	20.5251	0.0704	19.2429	0.0455	       	
1.027512	123.6457428714874	-35.9462582421340	    2.3620	 1.1634	   -6.054	 1.524	  -14.090	 3.215	20.7776	0.0109	20.4429	0.2340	18.9839	0.0459	       	
1.627163	123.6457381551943	-34.8201309682560	    3.5175	 3.2417	   -3.494	 2.461	    2.605	 2.631	20.9748	0.0176	20.9542	0.3544	19.5370	0.0961	       	
1.324222	123.6458627245328	-35.2425397938536	    2.3613	 1.5603	   -4.672	 2.034	    6.919	 2.777	20.8622	0.0126	21.0613	0.2343	19.7238	0.0703	       	
1.438981	123.6459334786325	-35.0725517522961	    2.8315	 1.9499	   -1.737	 1.989	    2.219	 2.987	20.9447	0.0152	20.9364	0.1793	20.0911	0.1677	       	
1.473950	123.6459569058689	-37.1564158622735	    2.2922	 0.4055	   -4.659	 0.597	    0.967	 0.783	19.5710	0.0042	20.8059	0.2209	18.2686	0.0252	       	
1.304867	123.6460693050103	-36.9067376391907	    3.3720	 2.3616	    5.409	 2.834	    2.604	 4.044	20.9952	0.0208	21.3509	0.2956	19.7102	0.1289	       	
1.045634	123.6464778236319	-35.8513674859691	    3.1187	 1.1683	   -2.066	 1.637	    8.348	 2.945	20.7464	0.0121	       	      	       	      	       	
1.965839	123.6465634196571	-34.4082901587091	    2.2540	 1.4101	   -7.914	 1.996	    4.408	 3.064	20.7561	0.0105	21.4158	0.2373	19.3913	0.0610	       	
1.285976	123.6467012847360	-35.3045416275561	    2.1755	 0.1136	   -1.871	 0.187	    5.943	 0.220	17.7737	0.0012	19.0535	0.0307	16.6087	0.0044	       	
1.871760	123.6470428533435	-34.5195833666717	    2.4702	 0.1884	  -26.353	 0.302	   21.740	 0.344	18.6265	0.0022	20.0429	0.0760	17.4038	0.0095	       	
1.284597	123.6469337725539	-36.8730634671663	    2.8728	 0.7265	   -2.444	 1.143	   -2.812	 1.480	20.1339	0.0093	20.4390	0.1155	18.5760	0.0288	       	
1.048633	123.6470034053883	-35.8402159035269	    2.8294	 0.1392	   -5.775	 0.230	    7.724	 0.233	18.1172	0.0024	19.6028	0.0600	16.7868	0.0079	       	
1.034703	123.6475430398929	-35.9097336802202	    2.6835	 0.9371	   -6.363	 1.445	    5.387	 1.756	20.4675	0.0089	       	      	       	      	       	
1.836378	123.6475719032413	-34.5621796897211	    3.6476	 2.7426	   -6.630	 2.902	   -0.255	 4.329	20.8640	0.0286	       	      	       	      	       	
1.507707	123.6475771113864	-37.2014369053505	    2.3003	 1.3445	   -1.733	 2.014	    4.893	 1.991	20.7874	0.0110	20.8423	0.1319	19.5638	0.1025	       	
1.102349	123.6477777042919	-36.5106582058177	    3.8215	 0.2107	  -21.641	 0.331	   15.222	 0.384	18.8869	0.0031	20.2540	0.1386	17.4719	0.0156	       	
1.146528	123.6476859918293	-35.5646241197165	    3.1830	 1.2711	    2.673	 1.626	   16.511	 2.561	20.9124	0.0128	20.9267	0.1930	19.1468	0.0504	       	
1.623246	123.6482716298335	-37.3533086534517	    2.2327	 0.6760	   -3.297	 1.070	    1.420	 0.997	20.4897	0.0072	20.8985	0.1321	19.2790	0.0617	       	
1.025790	123.6482948046258	-36.2035689033976	    2.5708	 1.6977	   -0.301	 2.465	   18.392	 4.650	20.8716	0.0168	20.4871	0.3002	19.3665	0.1334	       	
1.275626	123.6483487264765	-36.8567961962507	    2.5472	 1.3373	   -3.727	 1.687	    5.540	 2.602	20.7511	0.0145	20.7014	0.3107	19.4058	0.0812	       	
1.776033	123.6488171129092	-37.5441325942122	    2.1652	 0.7063	   -4.166	 1.229	   -0.202	 0.991	20.5371	0.0069	20.7149	0.1451	19.2290	0.0496	       	
1.353266	123.6490268128885	-35.2007619708441	    2.1194	 0.2789	   -4.072	 0.471	   -1.270	 0.532	16.2711	0.0024	16.6647	0.0042	15.6130	0.0032	       	
1.376934	123.6490203740307	-37.0149988818474	    2.5881	 1.5414	   -2.416	 1.755	    1.907	 2.319	20.6983	0.0244	       	      	       	      	       	
1.624676	123.6491562773342	-34.8255694230178	    2.8435	 1.3978	   -3.278	 1.565	    0.453	 2.587	20.8008	0.0111	20.9594	0.2109	19.5254	0.1104	       	
1.578567	123.6491840438501	-34.8854008661446	    3.2701	 0.4869	   -6.326	 0.776	    0.441	 0.944	15.1650	0.0013	15.3975	0.0027	14.7084	0.0018	       	
1.051086	123.6493546880878	-35.8377753906094	    3.2822	 0.8320	   -1.092	 1.281	    6.233	 1.202	20.5321	0.0087	20.5887	0.1183	19.0653	0.0496	       	
1.050346	123.6494007307968	-35.8409366476512	    2.2031	 0.0210	   -1.120	 0.035	  -15.379	 0.035	14.4617	0.0003	14.9937	0.0015	13.7939	0.0012	       	
1.818286	123.6496750082972	-34.5851820300389	    2.9784	 1.4156	   -0.317	 1.987	    3.383	 4.030	20.8406	0.0130	20.6985	0.1711	19.7640	0.0776	       	
1.654625	123.6498465141369	-34.7876054937636	    3.5911	 0.1010	  -23.484	 0.169	  -18.316	 0.170	17.5650	0.0012	18.9422	0.0287	16.3995	0.0055	       	
1.128823	123.6497898960047	-36.5722617527510	    2.6749	 0.1422	   -9.216	 0.223	    0.897	 0.260	18.3535	0.0024	19.6031	0.0508	17.1055	0.0099	       	
1.529585	123.6498795812489	-34.9508841637726	    2.2709	 1.0850	   -4.541	 1.460	    4.886	 1.962	20.7901	0.0096	20.9288	0.1072	19.9099	0.1057	       	
1.122126	123.6504350979303	-35.6250009476792	    2.1305	 0.1864	   -5.711	 0.295	    6.163	 0.383	18.8058	0.0023	20.5183	0.0940	17.3860	0.0090	       	
1.021323	123.6505253711733	-36.0933688905833	    2.8594	 0.6741	    3.258	 1.189	    3.927	 1.214	18.8492	0.0098	19.4261	0.0333	17.4189	0.0086	       	
1.189260	123.6509144250087	-36.6989660819974	    2.4669	 1.2717	   -6.754	 1.776	   -0.445	 2.737	20.7811	0.0098	21.2089	0.2792	19.5184	0.0846	       	
1.539985	123.6509057424106	-37.2424934580835	    3.4172	 1.4260	    0.098	 2.102	    3.181	 2.558	20.9909	0.0169	20.7886	0.3502	19.6893	0.1192	       	
1.168522	123.6510704104166	-36.6571476688716	    2.2549	 1.4179	    0.068	 2.814	    7.919	 4.024	20.8395	0.0123	21.2520	0.2169	19.5014	0.0928	       	
1.821936	123.6511518915099	-37.5986537202554	    2.1502	 0.2097	   -6.981	 0.351	    7.962	 0.331	18.8323	0.0023	20.2015	0.0759	17.4524	0.0123	       	
1.046804	123.6513190047169	-35.8632229388116	    2.7569	 0.7051	   -6.239	 1.011	    8.501	 2.778	20.0906	0.0079	       	      	       	      	       	
1.097051	123.6514885338441	-36.4887284126055	    2.3738	 0.0357	   -2.977	 0.055	   -0.881	 0.056	10.5315	0.0003	10.7448	0.0013	10.2058	0.0010	   2.88	 2.28
1.292858	123.6516509153266	-36.8817377809841	    2.3934	 1.4836	   -3.011	 2.228	    6.287	 3.120	20.7812	0.0170	20.9792	0.1695	19.4410	0.1975	       	
1.474265	123.6517363111453	-35.0277869656561	    2.9097	 0.6518	   -9.354	 0.865	   10.257	 1.199	20.4201	0.0068	21.5860	0.1628	19.0216	0.0436	       	
1.026340	123.6520244492170	-36.0017391792479	    2.6025	 1.1359	    3.738	 1.267	   -4.443	 2.088	20.7881	0.0112	20.7873	0.1589	19.1371	0.0671	       	
1.461324	123.6521611067488	-35.0461927285659	    2.3266	 1.0881	    2.296	 1.598	    5.810	 1.548	20.6894	0.0102	21.0806	0.1618	19.5645	0.0572	       	
1.264687	123.6524339796090	-35.3462940308082	    2.7762	 1.6761	    1.075	 2.112	    2.017	 3.846	20.9181	0.0137	21.3995	0.2581	19.7359	0.1671	       	
1.096068	123.6524947665672	-36.4839629521918	    2.1933	 0.9661	   -5.711	 2.258	    2.165	 1.572	20.2322	0.0106	20.5479	0.1786	18.7890	0.0291	       	
1.689060	123.6524985789695	-37.4342338056750	    2.4422	 0.6536	    8.988	 1.178	   -2.871	 0.934	20.4130	0.0080	20.6378	0.1532	19.1520	0.0560	       	
1.390674	123.6527649556118	-35.1481471474348	    2.3363	 1.7290	    1.603	 2.809	    0.288	 3.460	20.4194	0.0175	20.6057	0.1268	19.0528	0.0496	       	
1.333767	123.6529380834365	-36.9456940056476	    2.8548	 0.9780	   -4.091	 1.480	    3.055	 1.322	20.7338	0.0125	       	      	       	      	       	
1.897445	123.6530258700951	-34.4921831760877	    2.1380	 0.7502	   -2.029	 1.111	    1.459	 1.410	20.5107	0.0073	20.9780	0.1548	19.7674	0.0713	       	
1.063207	123.6533405594360	-36.3778163956589	    3.3647	 0.4079	   -6.446	 0.652	    5.031	 0.683	19.3776	0.0058	       	      	       	      	       	
1.138606	123.6537165174736	-36.5881640657195	    2.2225	 0.2152	    8.051	 0.355	    1.345	 0.405	18.9492	0.0025	20.0180	0.0759	17.7734	0.0229	       	
1.953818	123.6540545557226	-34.4261470500059	    2.3163	 1.0012	   -5.077	 1.453	    2.485	 2.158	20.6691	0.0104	21.4521	0.2194	19.8328	0.1288	       	
1.074525	123.6539185253210	-35.7648878680020	    3.1122	 0.4088	   27.619	 0.611	  -26.909	 0.809	19.6094	0.0046	20.4610	0.1175	18.1298	0.0319	       	
1.479310	123.6540944122192	-35.0226521636311	    2.3668	 1.6122	   -0.191	 2.014	    2.983	 2.275	20.9064	0.0134	21.0683	0.2134	20.2114	0.1602	       	
1.457919	123.6543594862273	-35.0527210475329	    2.6873	 1.5195	   -3.207	 2.845	    7.087	 2.356	20.9709	0.0162	20.9577	0.2263	19.8857	0.1746	       	
1.887754	123.6544060654735	-37.6758293128114	    2.4459	 1.9604	   -2.671	 1.618	    2.042	 2.586	20.9735	0.0109	21.0792	0.2803	19.6530	0.1228	       	
1.527079	123.6544599456270	-37.2225970224607	    2.2534	 2.0353	   -0.335	 3.926	   -5.452	 4.098	20.9449	0.0144	21.1566	0.1280	19.6754	0.1074	       	
1.553924	123.6544795672436	-34.9217099964886	    2.3793	 1.0439	   -0.740	 1.279	    3.566	 2.164	20.7045	0.0097	21.2053	0.1383	19.7656	0.1051	       	
1.040717	123.6546002677587	-36.2727033678866	    2.6604	 1.1439	   -3.150	 1.521	    6.092	 2.282	20.7577	0.0113	20.8240	0.2013	19.5458	0.1440	       	
1.144545	123.6546819735195	-35.5801580809069	    3.2442	 0.8818	   -2.071	 1.434	    5.836	 2.988	20.1471	0.0081	20.2985	0.0859	18.4765	0.0314	       	
1.113728	123.6546657211906	-35.6537495570965	    2.1355	 1.0093	    6.352	 1.668	    5.311	 2.008	20.6971	0.0105	20.7105	0.1121	19.2847	0.0652	       	
1.062758	123.6552169869344	-35.8097161093780	    2.7446	 1.3345	    0.012	 1.726	    3.286	 4.215	20.8732	0.0121	20.7841	0.2394	19.5252	0.0816	       	
1.217704	123.6552358531905	-36.7474352095294	    2.1033	 1.0875	   -2.013	 1.628	    5.090	 2.933	20.7021	0.0090	20.0866	0.1227	19.5213	0.1155	       	
1.689521	123.6552716185375	-37.4332121703854	    2.1579	 1.8869	   -5.391	 2.976	    3.894	 3.040	20.9900	0.0174	20.9748	0.2642	20.0821	0.1349	       	
1.358009	123.6553899642392	-36.9807375150151	    2.9607	 1.0134	  -13.893	 1.387	  -15.461	 2.329	20.6153	0.0111	20.5114	0.1124	20.3275	0.1283	       	
1.072426	123.6553910607259	-36.4047975148739	    2.2060	 0.9352	   -0.204	 1.268	    3.759	 1.466	20.6298	0.0100	20.6629	0.1389	18.8945	0.0512	       	
1.862077	123.6555465229325	-34.5356898130173	    2.1946	 0.1392	  -14.275	 0.196	    2.950	 0.232	18.0101	0.0016	19.4238	0.0457	16.7740	0.0091	       	
1.689169	123.6556296447595	-34.7477770800214	    2.5023	 0.9957	    0.341	 1.474	    3.666	 2.076	20.4350	0.0082	20.6380	0.1281	19.4662	0.0618	       	
1.660018	123.6556063840525	-34.7846666331720	    3.2730	 3.0825	    5.102	 3.274	    6.625	 4.826	20.9073	0.0189	21.3193	0.4107	20.0943	0.1893	       	
1.072148	123.6557882003101	-36.4028563422875	    2.1128	 0.0494	   -1.529	 0.077	   12.496	 0.089	16.4220	0.0007	17.3291	0.0067	15.4642	0.0034	       	
1.462326	123.6559594435053	-37.1325078357375	    2.8510	 0.9656	   -4.772	 1.534	    2.426	 1.914	20.6069	0.0095	21.3883	0.3001	19.3471	0.0659	       	
1.770421	123.6560808984065	-34.6471045002750	    2.2560	 0.9754	   -0.197	 1.411	    0.209	 1.741	20.6539	0.0089	20.7148	0.1451	19.7369	0.1062	       	
1.076821	123.6561277390282	-36.4176223726395	    2.3046	 0.4174	   -1.600	 0.657	    1.008	 0.694	19.4112	0.0047	19.9723	0.0488	18.2537	0.0265	       	
1.028541	123.6572404784167	-36.0291937318050	    2.3079	 1.4836	    0.558	 2.340	    1.560	 3.610	20.8436	0.0148	20.7092	0.2094	19.2689	0.0916	       	
1.217640	123.6575002191011	-35.4357143443095	    2.9258	 0.0210	  -12.173	 0.032	  -18.250	 0.038	13.5503	0.0002	13.9973	0.0012	12.9526	0.0012	       	
1.031270	123.6575113559799	-35.9957954374000	    2.6587	 1.1709	   -1.339	 1.690	    0.612	 2.352	20.7878	0.0125	20.8984	0.1556	19.3307	0.0846	       	
1.161710	123.6575505474466	-36.6332909475196	    2.4217	 1.1843	   -5.946	 2.144	    5.913	 2.192	20.8420	0.0139	20.7567	0.1872	19.4396	0.0894	       	
1.550115	123.6575826495922	-34.9290072049306	    2.4799	 1.5423	   -0.161	 1.814	   -1.302	 2.417	20.9544	0.0157	22.0014	0.4561	20.1854	0.1377	       	
1.956501	123.6576142854186	-34.4248055430105	    2.9788	 0.7008	    0.162	 0.897	   -0.620	 1.281	20.3117	0.0067	20.7332	0.1152	19.3376	0.0645	       	
1.909927	123.6577159954745	-37.7005107619244	    2.5987	 1.4757	   -4.620	 1.815	    3.860	 3.862	20.9645	0.0176	       	      	       	      	       	
1.650208	123.6577554703577	-37.3818571969485	    2.3003	 0.6175	   -8.727	 1.012	    5.941	 0.840	20.1805	0.0070	       	      	       	      	       	
1.689234	123.6580085668788	-34.7491956757700	    2.4362	 2.3483	    2.974	 2.439	    2.738	 2.547	20.9446	0.0174	21.0368	0.4536	19.7860	0.1528	       	
1.968691	123.6582384003601	-37.7694992082995	    3.7478	 1.7465	   -1.445	 2.704	   -4.693	 2.509	20.9450	0.0145	20.5285	0.2639	19.5721	0.1408	       	
1.215398	123.6585346478970	-36.7389879309534	    2.1569	 0.9708	   -5.282	 1.556	    1.200	 2.210	20.7564	0.0100	21.1949	0.1699	19.5713	0.0646	       	
1.722987	123.6587358351165	-37.4730263133122	    2.3416	 1.7038	   -5.704	 2.349	    0.493	 2.095	20.8225	0.0136	21.3196	0.2776	19.6392	0.1066	       	
1.137255	123.6589527839443	-36.5765265560516	    2.3413	 0.0815	  -14.292	 0.130	   13.547	 0.142	17.3562	0.0011	18.6793	0.0132	16.1774	0.0045	       	
1.037673	123.6591211048239	-35.9505666675259	    2.3435	 1.4436	   -2.735	 2.110	    1.297	 1.714	20.8672	0.0132	20.6794	0.1648	19.1872	0.1207	       	
1.309633	123.6593502912567	-36.9010648085455	    2.3547	 2.5300	    4.789	 4.304	    7.280	 3.462	20.9119	0.0185	20.9775	0.4620	19.4686	0.1096	       	
1.780845	123.6594160328311	-37.5440903667692	    2.9410	 2.4917	    0.017	 4.130	    0.893	 2.045	20.8346	0.0145	20.8360	0.1844	19.3685	0.0934	       	
1.611433	123.6596525395741	-37.3306754860622	    3.7110	 0.4535	   -4.486	 0.761	    8.273	 0.792	18.9211	0.0045	20.0075	0.0471	17.6274	0.0116	       	
1.246083	123.6597285222930	-35.3869934125306	    2.5297	 1.6259	   -0.668	 2.475	   -0.110	 3.222	20.8574	0.0140	20.9840	0.2593	19.5860	0.1206	       	
1.055139	123.6601518651503	-35.8570280132893	    2.5499	 1.0456	   -5.406	 1.673	   -1.038	 2.293	20.6776	0.0108	20.7044	0.1769	19.3192	0.0748	       	
1.080690	123.6603127134457	-36.4198928458091	    2.2765	 0.1019	   -7.028	 0.173	    7.210	 0.165	17.4473	0.0024	       	      	       	      	       	
1.082862	123.6605201205850	-35.7540235481395	    2.4783	 1.2739	   -3.620	 2.001	    0.582	 2.376	20.7979	0.0128	20.7344	0.1558	19.3211	0.0934	       	
1.270001	123.6606836247023	-36.8338824221613	    2.2458	 0.5598	   -2.630	 0.651	   -2.125	 0.590	18.3330	0.0073	17.5100	0.2410	16.2658	0.2209	       	
1.288858	123.6607809402604	-35.3146425945813	    2.6460	 1.3873	  -16.943	 3.363	  -24.936	 4.068	20.6679	0.0368	20.9778	0.3290	19.0098	0.0648	       	
1.848236	123.6608670849920	-37.6251416669716	    2.2172	 0.8294	    0.219	 2.490	    2.994	 1.274	20.6019	0.0117	20.8710	0.3312	18.7317	0.0215	       	
